Incident_ID,Timestamp,Target_Department,Sender_Domain,Phishing_Type,Employee_Action
INC-2026-11372,2026-01-22 23:50,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11373,2026-01-02 22:41,HR,micros0ft-security.com,Credential Harvesting,Downloaded Attachment
INC-2026-11374,2026-01-08 19:29,HR,hr-benefits-portal.org,BEC/Whaling,Deleted
INC-2026-11375,2026-02-05 13:55,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11376,2026-02-05 11:57,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11377,2026-03-18 1:27,Operations,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11378,2026-02-16 8:02,Operations,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11379,2026-02-23 21:49,IT,invoice-processing.co,Credential Harvesting,Reported to IT
INC-2026-11380,2026-02-01 5:33,Operations,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11381,2026-02-17 1:00,Sales,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-11382,2026-03-26 6:02,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11383,2026-02-12 5:50,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11384,2026-02-18 13:43,Finance,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-11385,2026-03-18 1:24,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11386,2026-03-22 13:04,Operations,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-11387,2026-01-01 22:39,Operations,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11388,2026-02-14 20:38,IT,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-11389,2026-03-30 19:09,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11390,2026-02-28 0:13,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-11391,2026-03-28 3:51,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11392,2026-03-15 15:47,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11393,2026-03-25 20:56,Executive,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-11394,2026-02-22 20:17,Sales,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11395,2026-02-07 20:43,Sales,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-11396,2026-03-08 20:34,Finance,micros0ft-security.com,Urgent Invoice,Downloaded Attachment
INC-2026-11397,2026-01-24 8:08,HR,hr-benefits-portal.org,Malware Delivery,Deleted
INC-2026-11398,2026-01-23 8:47,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11399,2026-02-01 4:08,IT,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-11400,2026-03-04 8:31,Finance,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-11401,2026-01-29 10:22,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11402,2026-02-21 8:03,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-11403,2026-03-02 11:08,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11404,2026-01-08 16:46,Sales,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-11405,2026-02-08 8:44,Finance,hr-benefits-portal.org,Malware Delivery,Deleted
INC-2026-11406,2026-03-20 4:45,IT,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11407,2026-01-11 22:38,HR,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-11408,2026-03-27 15:18,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11409,2026-03-10 8:26,HR,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11410,2026-02-19 4:55,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11411,2026-02-01 17:03,Finance,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-11412,2026-03-03 18:29,HR,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11413,2026-03-17 10:41,Finance,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11414,2026-03-24 13:13,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11415,2026-01-14 12:03,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11416,2026-02-18 20:53,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11417,2026-01-09 16:51,IT,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11418,2026-03-30 2:55,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11419,2026-02-14 10:13,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11420,2026-01-03 21:34,Sales,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-11421,2026-01-06 13:20,Operations,secure-bank-login.net,Credential Harvesting,Deleted
INC-2026-11422,2026-03-14 9:37,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11423,2026-01-18 12:09,IT,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-11424,2026-03-21 11:16,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11425,2026-01-04 4:19,Sales,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-11426,2026-01-17 11:43,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11427,2026-03-04 18:22,Sales,secure-bank-login.net,Malware Delivery,Reported to IT
INC-2026-11428,2026-03-07 15:31,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11429,2026-02-07 22:19,IT,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11430,2026-02-26 2:37,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11431,2026-03-31 12:55,Executive,micros0ft-security.com,BEC/Whaling,Downloaded Attachment
INC-2026-11432,2026-02-22 15:57,Sales,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11433,2026-03-28 17:06,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11434,2026-01-06 12:54,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11435,2026-01-07 16:55,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11436,2026-01-09 16:15,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11437,2026-03-27 11:32,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11438,2026-03-21 15:10,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11439,2026-01-25 16:41,HR,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-11440,2026-03-14 8:03,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11441,2026-03-25 17:42,Sales,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-11442,2026-04-01 3:45,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11443,2026-02-12 16:18,IT,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-11444,2026-01-02 5:45,HR,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11445,2026-01-22 13:26,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11446,2026-02-21 18:07,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11447,2026-01-31 21:33,Operations,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-11448,2026-01-26 12:20,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11449,2026-01-31 21:27,IT,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11450,2026-01-08 2:44,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11451,2026-01-03 0:35,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11452,2026-01-11 12:00,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11453,2026-02-15 11:56,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11454,2026-01-02 2:10,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11455,2026-03-18 5:53,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11456,2026-01-10 22:55,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11457,2026-03-07 1:18,Sales,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11458,2026-01-15 22:02,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-11459,2026-01-17 12:35,Operations,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11460,2026-03-15 23:04,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11461,2026-02-02 18:54,HR,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11462,2026-03-21 19:37,Executive,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-11463,2026-02-13 11:16,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11464,2026-02-12 13:11,HR,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11465,2026-02-06 11:36,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11466,2026-03-19 7:44,Sales,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-11467,2026-01-04 20:18,Operations,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11468,2026-02-21 14:24,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11469,2026-04-01 4:49,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11470,2026-03-07 21:02,Sales,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-11471,2026-01-15 18:45,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11472,2026-03-23 13:31,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11473,2026-03-18 23:09,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11474,2026-02-10 10:43,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11475,2026-02-05 20:56,IT,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-11476,2026-02-24 13:10,IT,secure-bank-login.net,Credential Harvesting,Deleted
INC-2026-11477,2026-03-23 16:58,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11478,2026-02-19 21:05,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11479,2026-03-23 3:12,IT,secure-bank-login.net,Credential Harvesting,Reported to IT
INC-2026-11480,2026-02-18 18:52,IT,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11481,2026-03-06 17:46,HR,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-11482,2026-03-26 6:14,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11483,2026-02-25 12:38,Finance,hr-benefits-portal.org,BEC/Whaling,Clicked Link
INC-2026-11484,2026-01-09 10:27,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11485,2026-02-11 16:29,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11486,2026-01-07 8:48,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11487,2026-03-23 5:47,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11488,2026-02-02 13:18,Executive,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-11489,2026-02-28 0:45,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11490,2026-01-23 2:47,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-11491,2026-02-27 0:57,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11492,2026-03-11 10:07,Finance,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-11493,2026-03-28 9:19,HR,secure-bank-login.net,Credential Harvesting,Reported to IT
INC-2026-11494,2026-03-31 2:53,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11495,2026-02-21 3:57,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-11496,2026-01-19 14:43,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11497,2026-01-04 13:05,Sales,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-11498,2026-03-04 20:08,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11499,2026-03-30 3:56,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11500,2026-01-31 9:25,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11501,2026-03-20 0:00,HR,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11502,2026-03-19 12:48,Finance,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-11503,2026-03-17 18:12,HR,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-11504,2026-01-19 15:12,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11505,2026-01-06 1:37,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11506,2026-02-15 7:12,Sales,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-11507,2026-03-31 14:21,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11508,2026-03-09 16:52,Sales,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-11509,2026-03-28 2:21,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11510,2026-01-29 23:49,IT,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-11511,2026-02-07 10:52,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11512,2026-03-26 9:35,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-11513,2026-02-20 2:17,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11514,2026-01-05 13:36,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11515,2026-03-27 6:50,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11516,2026-03-18 20:56,Sales,hr-benefits-portal.org,Credential Harvesting,Reported to IT
INC-2026-11517,2026-03-31 18:27,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11518,2026-03-22 9:39,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11519,2026-03-23 11:00,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11520,2026-03-29 16:24,IT,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-11521,2026-03-16 18:14,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11522,2026-03-18 6:29,IT,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11523,2026-02-24 6:53,Finance,secure-bank-login.net,Credential Harvesting,Reported to IT
INC-2026-11524,2026-01-16 10:41,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11525,2026-03-04 7:11,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11526,2026-01-24 21:37,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11527,2026-02-10 23:39,IT,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11528,2026-03-26 21:43,Finance,invoice-processing.co,Malware Delivery,Deleted
INC-2026-11529,2026-01-23 0:01,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11530,2026-03-01 17:59,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11531,2026-03-12 9:43,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11532,2026-03-13 12:33,Sales,invoice-processing.co,Malware Delivery,Clicked Link
INC-2026-11533,2026-03-05 13:28,IT,hr-benefits-portal.org,Malware Delivery,Deleted
INC-2026-11534,2026-02-13 6:48,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11535,2026-02-16 12:18,Sales,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-11536,2026-01-26 15:24,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11537,2026-02-04 20:27,IT,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-11538,2026-03-30 14:49,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11539,2026-03-18 23:19,IT,invoice-processing.co,Malware Delivery,Deleted
INC-2026-11540,2026-01-05 11:58,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11541,2026-02-16 20:10,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11542,2026-02-20 15:26,Operations,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-11543,2026-02-02 23:35,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11544,2026-03-05 11:13,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11545,2026-03-03 22:26,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11546,2026-03-28 4:51,Sales,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-11547,2026-03-14 21:49,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11548,2026-01-17 15:15,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11549,2026-02-27 3:54,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-11550,2026-01-07 2:43,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-11551,2026-02-18 4:38,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11552,2026-03-28 17:13,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11553,2026-01-30 11:06,Sales,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11554,2026-02-12 14:56,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11555,2026-01-05 6:28,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11556,2026-03-10 11:54,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11557,2026-02-01 21:57,Operations,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-11558,2026-02-04 23:07,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11559,2026-02-23 5:47,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-11560,2026-03-24 16:35,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-11561,2026-03-15 1:59,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11562,2026-01-20 2:28,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-11563,2026-01-23 5:05,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11564,2026-03-01 13:13,Operations,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11565,2026-02-08 10:29,IT,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11566,2026-01-14 7:49,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-11567,2026-03-19 10:35,HR,hr-benefits-portal.org,Urgent Invoice,Downloaded Attachment
INC-2026-11568,2026-03-05 19:44,Operations,invoice-processing.co,Malware Delivery,Ignored
INC-2026-11569,2026-01-30 6:10,HR,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-11570,2026-03-03 8:57,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-11571,2026-03-10 20:22,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11572,2026-01-12 22:56,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11573,2026-01-20 7:03,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11574,2026-02-12 22:12,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11575,2026-01-05 7:47,HR,secure-bank-login.net,Credential Harvesting,Clicked Link
INC-2026-11576,2026-03-25 6:25,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-11577,2026-03-25 17:32,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-11578,2026-01-09 5:50,Finance,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-11579,2026-02-25 14:56,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-11580,2026-01-13 3:39,Executive,invoice-processing.co,BEC/Whaling,Downloaded Attachment
INC-2026-11581,2026-02-06 19:17,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11582,2026-02-17 4:29,Finance,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-11583,2026-01-12 6:26,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-11584,2026-02-09 3:21,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-11585,2026-03-30 20:31,HR,hr-benefits-portal.org,Malware Delivery,Deleted
INC-2026-11586,2026-02-01 23:59,Operations,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11587,2026-03-15 16:33,Finance,invoice-processing.co,Credential Harvesting,Deleted
INC-2026-11588,2026-01-16 1:45,Operations,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-11589,2026-02-27 2:46,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11590,2026-03-25 3:51,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-11591,2026-03-17 2:18,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-11592,2026-01-20 21:07,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-11593,2026-02-23 23:43,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-11594,2026-01-13 14:46,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-11595,2026-01-01 9:33,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-11596,2026-01-13 3:23,HR,hr-benefits-portal.org,Malware Delivery,Deleted
